shipment_id;date_id;route_id;vehicle_id;product_id;customer_id;sortinghub_id;incident_id;planned_departure_time;actual_departure_time;planned_arrival_time;actual_arrival_time;delivery_status;distance_travelled;fuel_cost;total_cost;delay_duration;total_time_in_transit;total_distance
S0402;D20250410;3;V02;P005;C005;SH02;I05;2025-04-10 06:00;2025-04-10 06:30;2025-04-10 10:00;2025-04-10 11:26;Terlambat;131;310867;652435;86 menit;4 jam 56 menit;131
S0403;D20250429;5;V01;P001;C002;SH04;I02;2025-04-29 06:00;2025-04-29 06:02;2025-04-29 11:00;2025-04-29 10:57;Tepat Waktu;162;360468;756898;0 menit;4 jam 55 menit;162
S0404;D20250407;4;V01;P002;C003;SH03;I04;2025-04-07 06:00;2025-04-07 06:17;2025-04-07 11:00;2025-04-07 10:59;Tepat Waktu;343;327468;696113;0 menit;4 jam 42 menit;343
S0405;D20250410;4;V05;P005;C005;SH04;I05;2025-04-10 06:00;2025-04-10 06:11;2025-04-10 11:00;2025-04-10 11:08;Tepat Waktu;329;391017;677376;8 menit;4 jam 57 menit;329
S0406;D20250414;1;V04;P005;C003;SH04;I03;2025-04-14 06:00;2025-04-14 06:06;2025-04-14 12:00;2025-04-14 12:12;Tepat Waktu;367;283385;653681;12 menit;6 jam 6 menit;367
S0407;D20250425;1;V04;P001;C004;SH04;I02;2025-04-25 06:00;2025-04-25 06:22;2025-04-25 09:00;2025-04-25 08:53;Tepat Waktu;298;279759;545664;0 menit;2 jam 31 menit;298
S0408;D20250411;2;V02;P004;C001;SH04;I02;2025-04-11 06:00;2025-04-11 06:07;2025-04-11 10:00;2025-04-11 11:02;Terlambat;296;588287;975277;62 menit;4 jam 55 menit;296
S0409;D20250418;5;V03;P005;C004;SH04;I05;2025-04-18 06:00;2025-04-18 06:19;2025-04-18 12:00;2025-04-18 12:40;Terlambat;298;511143;664320;40 menit;6 jam 21 menit;298
S0410;D20250429;2;V01;P005;C003;SH04;I02;2025-04-29 06:00;2025-04-29 06:20;2025-04-29 12:00;2025-04-29 12:18;Terlambat;125;430029;625597;18 menit;5 jam 58 menit;125
S0411;D20250423;3;V04;P005;C001;SH02;I05;2025-04-23 06:00;2025-04-23 06:10;2025-04-23 09:00;2025-04-23 10:16;Terlambat;219;591258;770702;76 menit;4 jam 6 menit;219
S0412;D20250423;5;V05;P004;C003;SH01;I01;2025-04-23 06:00;2025-04-23 06:10;2025-04-23 09:00;2025-04-23 08:56;Tepat Waktu;400;243392;408082;0 menit;2 jam 46 menit;400
S0413;D20250409;4;V02;P002;C002;SH02;I02;2025-04-09 06:00;2025-04-09 06:27;2025-04-09 11:00;2025-04-09 10:59;Tepat Waktu;223;194327;301737;0 menit;4 jam 32 menit;223
S0414;D20250427;5;V02;P004;C005;SH02;I02;2025-04-27 06:00;2025-04-27 06:11;2025-04-27 10:00;2025-04-27 10:26;Terlambat;364;433376;811805;26 menit;4 jam 15 menit;364
S0415;D20250413;5;V05;P004;C002;SH01;I04;2025-04-13 06:00;2025-04-13 06:29;2025-04-13 11:00;2025-04-13 11:59;Terlambat;283;588751;790091;59 menit;5 jam 30 menit;283
S0416;D20250427;5;V02;P004;C002;SH01;I04;2025-04-27 06:00;2025-04-27 06:27;2025-04-27 09:00;2025-04-27 09:58;Terlambat;272;491204;685350;58 menit;3 jam 31 menit;272
S0417;D20250406;3;V02;P001;C003;SH03;I04;2025-04-06 06:00;2025-04-06 06:04;2025-04-06 12:00;2025-04-06 12:30;Terlambat;90;249754;492040;30 menit;6 jam 26 menit;90
S0418;D20250405;2;V03;P004;C003;SH04;I01;2025-04-05 06:00;2025-04-05 06:14;2025-04-05 10:00;2025-04-05 10:53;Terlambat;374;309884;671617;53 menit;4 jam 39 menit;374
S0419;D20250403;1;V04;P003;C004;SH01;I05;2025-04-03 06:00;2025-04-03 06:02;2025-04-03 11:00;2025-04-03 11:09;Tepat Waktu;132;599945;926936;9 menit;5 jam 7 menit;132
S0420;D20250429;3;V03;P001;C002;SH02;I04;2025-04-29 06:00;2025-04-29 06:07;2025-04-29 11:00;2025-04-29 10:46;Tepat Waktu;281;276124;496129;0 menit;4 jam 39 menit;281
S0421;D20250422;1;V04;P002;C003;SH03;I02;2025-04-22 06:00;2025-04-22 06:07;2025-04-22 12:00;2025-04-22 12:14;Tepat Waktu;161;314856;635416;14 menit;6 jam 7 menit;161
S0422;D20250424;5;V05;P001;C005;SH04;I01;2025-04-24 06:00;2025-04-24 06:28;2025-04-24 12:00;2025-04-24 12:13;Tepat Waktu;109;204793;586686;13 menit;5 jam 45 menit;109
S0423;D20250410;4;V01;P004;C002;SH04;I05;2025-04-10 06:00;2025-04-10 06:12;2025-04-10 12:00;2025-04-10 13:23;Terlambat;355;415425;530208;83 menit;7 jam 11 menit;355
S0424;D20250421;5;V03;P002;C003;SH02;I04;2025-04-21 06:00;2025-04-21 06:13;2025-04-21 12:00;2025-04-21 12:50;Terlambat;319;175103;438314;50 menit;6 jam 37 menit;319
S0425;D20250411;1;V02;P002;C004;SH01;I03;2025-04-11 06:00;2025-04-11 06:19;2025-04-11 11:00;2025-04-11 11:54;Terlambat;182;183578;370677;54 menit;5 jam 35 menit;182
S0426;D20250419;3;V01;P003;C003;SH01;I05;2025-04-19 06:00;2025-04-19 06:08;2025-04-19 12:00;2025-04-19 13:11;Terlambat;350;265831;483174;71 menit;7 jam 3 menit;350
S0427;D20250409;3;V03;P001;C003;SH03;I05;2025-04-09 06:00;2025-04-09 06:11;2025-04-09 11:00;2025-04-09 11:13;Tepat Waktu;241;445358;594345;13 menit;5 jam 2 menit;241
S0428;D20250413;5;V03;P001;C002;SH01;I03;2025-04-13 06:00;2025-04-13 06:02;2025-04-13 11:00;2025-04-13 11:34;Terlambat;321;497145;816962;34 menit;5 jam 32 menit;321
S0429;D20250427;5;V03;P002;C005;SH04;I03;2025-04-27 06:00;2025-04-27 06:21;2025-04-27 09:00;2025-04-27 09:07;Tepat Waktu;265;540422;758887;7 menit;2 jam 46 menit;265
S0430;D20250420;4;V05;P002;C005;SH03;I01;2025-04-20 06:00;2025-04-20 06:08;2025-04-20 09:00;2025-04-20 09:28;Terlambat;319;575058;885440;28 menit;3 jam 20 menit;319
S0431;D20250405;4;V01;P001;C004;SH02;I03;2025-04-05 06:00;2025-04-05 06:00;2025-04-05 11:00;2025-04-05 12:03;Terlambat;202;285617;479569;63 menit;6 jam 3 menit;202
S0432;D20250429;2;V02;P001;C002;SH01;I04;2025-04-29 06:00;2025-04-29 06:23;2025-04-29 10:00;2025-04-29 11:20;Terlambat;99;494093;846451;80 menit;4 jam 57 menit;99
S0433;D20250412;3;V04;P003;C005;SH01;I01;2025-04-12 06:00;2025-04-12 06:14;2025-04-12 10:00;2025-04-12 11:26;Terlambat;374;298818;495617;86 menit;5 jam 12 menit;374
S0434;D20250402;5;V05;P003;C002;SH04;I02;2025-04-02 06:00;2025-04-02 06:24;2025-04-02 10:00;2025-04-02 09:46;Tepat Waktu;252;583003;791231;0 menit;3 jam 22 menit;252
S0435;D20250425;4;V04;P004;C001;SH01;I03;2025-04-25 06:00;2025-04-25 06:24;2025-04-25 12:00;2025-04-25 12:43;Terlambat;204;504020;741799;43 menit;6 jam 19 menit;204
S0436;D20250430;5;V01;P001;C003;SH03;I03;2025-04-30 06:00;2025-04-30 06:21;2025-04-30 09:00;2025-04-30 09:54;Terlambat;330;246386;353161;54 menit;3 jam 33 menit;330
S0437;D20250417;1;V05;P001;C004;SH03;I02;2025-04-17 06:00;2025-04-17 06:02;2025-04-17 12:00;2025-04-17 11:53;Tepat Waktu;145;217065;474322;0 menit;5 jam 51 menit;145
S0438;D20250406;1;V04;P003;C003;SH02;I05;2025-04-06 06:00;2025-04-06 06:27;2025-04-06 12:00;2025-04-06 12:06;Tepat Waktu;278;497832;740406;6 menit;5 jam 39 menit;278
S0439;D20250404;1;V03;P001;C004;SH04;I02;2025-04-04 06:00;2025-04-04 06:21;2025-04-04 12:00;2025-04-04 13:20;Terlambat;299;397743;508645;80 menit;6 jam 59 menit;299
S0440;D20250424;1;V02;P004;C002;SH02;I02;2025-04-24 06:00;2025-04-24 06:10;2025-04-24 12:00;2025-04-24 12:07;Tepat Waktu;395;428074;726734;7 menit;5 jam 57 menit;395
S0441;D20250407;2;V01;P005;C003;SH04;I04;2025-04-07 06:00;2025-04-07 06:00;2025-04-07 11:00;2025-04-07 11:01;Tepat Waktu;140;209050;389889;1 menit;5 jam 1 menit;140
S0442;D20250423;4;V05;P002;C001;SH04;I02;2025-04-23 06:00;2025-04-23 06:20;2025-04-23 09:00;2025-04-23 09:24;Terlambat;179;180061;357730;24 menit;3 jam 4 menit;179
S0443;D20250429;3;V01;P004;C003;SH02;I01;2025-04-29 06:00;2025-04-29 06:13;2025-04-29 12:00;2025-04-29 11:51;Tepat Waktu;241;417728;792419;0 menit;5 jam 38 menit;241
S0444;D20250425;1;V03;P002;C002;SH02;I03;2025-04-25 06:00;2025-04-25 06:29;2025-04-25 11:00;2025-04-25 10:53;Tepat Waktu;312;510163;877711;0 menit;4 jam 24 menit;312
S0445;D20250425;1;V05;P001;C001;SH02;I05;2025-04-25 06:00;2025-04-25 06:26;2025-04-25 11:00;2025-04-25 10:49;Tepat Waktu;323;425429;617335;0 menit;4 jam 23 menit;323
S0446;D20250423;2;V02;P004;C005;SH02;I05;2025-04-23 06:00;2025-04-23 06:16;2025-04-23 09:00;2025-04-23 10:24;Terlambat;164;582291;688009;84 menit;4 jam 8 menit;164
S0447;D20250415;1;V04;P001;C003;SH03;I02;2025-04-15 06:00;2025-04-15 06:00;2025-04-15 11:00;2025-04-15 11:47;Terlambat;117;446811;725805;47 menit;5 jam 47 menit;117
S0448;D20250413;4;V04;P001;C001;SH03;I01;2025-04-13 06:00;2025-04-13 06:13;2025-04-13 12:00;2025-04-13 12:34;Terlambat;214;598166;930830;34 menit;6 jam 21 menit;214
S0449;D20250414;4;V05;P003;C002;SH04;I04;2025-04-14 06:00;2025-04-14 06:14;2025-04-14 10:00;2025-04-14 10:01;Tepat Waktu;91;451444;663296;1 menit;3 jam 47 menit;91
S0450;D20250406;2;V04;P004;C003;SH03;I02;2025-04-06 06:00;2025-04-06 06:05;2025-04-06 10:00;2025-04-06 10:59;Terlambat;316;587706;880023;59 menit;4 jam 54 menit;316
S0451;D20250417;3;V05;P003;C002;SH03;I02;2025-04-17 06:00;2025-04-17 06:18;2025-04-17 10:00;2025-04-17 11:28;Terlambat;321;294711;483290;88 menit;5 jam 10 menit;321
S0452;D20250412;1;V03;P004;C005;SH04;I05;2025-04-12 06:00;2025-04-12 06:24;2025-04-12 10:00;2025-04-12 10:19;Terlambat;264;335706;528907;19 menit;3 jam 55 menit;264
S0453;D20250428;2;V02;P003;C002;SH04;I03;2025-04-28 06:00;2025-04-28 06:05;2025-04-28 12:00;2025-04-28 12:07;Tepat Waktu;381;304302;571075;7 menit;6 jam 2 menit;381
S0454;D20250419;3;V04;P002;C002;SH02;I01;2025-04-19 06:00;2025-04-19 06:13;2025-04-19 09:00;2025-04-19 09:54;Terlambat;99;467106;654857;54 menit;3 jam 41 menit;99
S0455;D20250425;3;V02;P001;C001;SH04;I03;2025-04-25 06:00;2025-04-25 06:14;2025-04-25 11:00;2025-04-25 11:02;Tepat Waktu;114;519995;870512;2 menit;4 jam 48 menit;114
S0456;D20250417;4;V05;P001;C002;SH03;I04;2025-04-17 06:00;2025-04-17 06:30;2025-04-17 12:00;2025-04-17 12:08;Tepat Waktu;334;399446;631903;8 menit;5 jam 38 menit;334
S0457;D20250428;1;V05;P003;C005;SH04;I02;2025-04-28 06:00;2025-04-28 06:12;2025-04-28 10:00;2025-04-28 11:28;Terlambat;201;268143;580012;88 menit;5 jam 16 menit;201
S0458;D20250420;2;V03;P004;C003;SH02;I05;2025-04-20 06:00;2025-04-20 06:07;2025-04-20 10:00;2025-04-20 10:38;Terlambat;155;571126;883562;38 menit;4 jam 31 menit;155
S0459;D20250425;5;V04;P002;C003;SH04;I05;2025-04-25 06:00;2025-04-25 06:15;2025-04-25 11:00;2025-04-25 11:24;Terlambat;188;405673;614115;24 menit;5 jam 9 menit;188
S0460;D20250413;1;V04;P003;C001;SH02;I01;2025-04-13 06:00;2025-04-13 06:26;2025-04-13 11:00;2025-04-13 10:47;Tepat Waktu;253;180653;530662;0 menit;4 jam 21 menit;253
S0461;D20250415;2;V05;P003;C004;SH04;I05;2025-04-15 06:00;2025-04-15 06:30;2025-04-15 12:00;2025-04-15 12:10;Tepat Waktu;237;513708;898597;10 menit;5 jam 40 menit;237
S0462;D20250402;1;V02;P001;C001;SH03;I05;2025-04-02 06:00;2025-04-02 06:19;2025-04-02 12:00;2025-04-02 11:56;Tepat Waktu;221;438946;767197;0 menit;5 jam 37 menit;221
S0463;D20250428;1;V01;P003;C004;SH02;I01;2025-04-28 06:00;2025-04-28 06:04;2025-04-28 10:00;2025-04-28 09:47;Tepat Waktu;234;213639;613525;0 menit;3 jam 43 menit;234
S0464;D20250419;2;V02;P002;C004;SH03;I01;2025-04-19 06:00;2025-04-19 06:25;2025-04-19 10:00;2025-04-19 10:27;Terlambat;170;556061;783948;27 menit;4 jam 2 menit;170
S0465;D20250426;2;V05;P001;C001;SH01;I04;2025-04-26 06:00;2025-04-26 06:14;2025-04-26 12:00;2025-04-26 13:27;Terlambat;147;182536;459018;87 menit;7 jam 13 menit;147
S0466;D20250430;1;V03;P001;C001;SH03;I04;2025-04-30 06:00;2025-04-30 06:05;2025-04-30 10:00;2025-04-30 11:25;Terlambat;286;370008;586258;85 menit;5 jam 20 menit;286
S0467;D20250430;2;V05;P005;C005;SH02;I02;2025-04-30 06:00;2025-04-30 06:02;2025-04-30 11:00;2025-04-30 11:46;Terlambat;201;553668;710359;46 menit;5 jam 44 menit;201
S0468;D20250408;1;V05;P005;C001;SH02;I04;2025-04-08 06:00;2025-04-08 06:22;2025-04-08 11:00;2025-04-08 12:01;Terlambat;284;536990;713351;61 menit;5 jam 39 menit;284
S0469;D20250416;1;V02;P003;C002;SH03;I05;2025-04-16 06:00;2025-04-16 06:20;2025-04-16 10:00;2025-04-16 10:36;Terlambat;117;569200;721063;36 menit;4 jam 16 menit;117
S0470;D20250426;1;V02;P003;C004;SH04;I04;2025-04-26 06:00;2025-04-26 06:03;2025-04-26 10:00;2025-04-26 10:39;Terlambat;315;192519;412682;39 menit;4 jam 36 menit;315
S0471;D20250422;1;V01;P003;C002;SH03;I03;2025-04-22 06:00;2025-04-22 06:07;2025-04-22 09:00;2025-04-22 09:14;Tepat Waktu;166;284499;638040;14 menit;3 jam 7 menit;166
S0472;D20250412;3;V05;P001;C004;SH03;I04;2025-04-12 06:00;2025-04-12 06:15;2025-04-12 10:00;2025-04-12 09:56;Tepat Waktu;351;433344;673429;0 menit;3 jam 41 menit;351
S0473;D20250401;4;V02;P002;C002;SH03;I05;2025-04-01 06:00;2025-04-01 06:26;2025-04-01 10:00;2025-04-01 11:26;Terlambat;138;573011;873716;86 menit;5 jam 0 menit;138
S0474;D20250423;4;V05;P003;C005;SH01;I02;2025-04-23 06:00;2025-04-23 06:18;2025-04-23 09:00;2025-04-23 09:51;Terlambat;97;569258;698701;51 menit;3 jam 33 menit;97
S0475;D20250416;4;V01;P004;C003;SH01;I03;2025-04-16 06:00;2025-04-16 06:30;2025-04-16 12:00;2025-04-16 12:50;Terlambat;133;429536;815207;50 menit;6 jam 20 menit;133
S0476;D20250407;3;V02;P002;C004;SH03;I02;2025-04-07 06:00;2025-04-07 06:17;2025-04-07 09:00;2025-04-07 10:22;Terlambat;159;253506;391197;82 menit;4 jam 5 menit;159
S0477;D20250424;3;V02;P004;C001;SH01;I05;2025-04-24 06:00;2025-04-24 06:26;2025-04-24 11:00;2025-04-24 11:33;Terlambat;168;403518;547490;33 menit;5 jam 7 menit;168
S0478;D20250427;2;V03;P004;C004;SH03;I01;2025-04-27 06:00;2025-04-27 06:23;2025-04-27 12:00;2025-04-27 13:14;Terlambat;204;470915;835664;74 menit;6 jam 51 menit;204
S0479;D20250417;1;V05;P002;C001;SH03;I02;2025-04-17 06:00;2025-04-17 06:23;2025-04-17 12:00;2025-04-17 11:57;Tepat Waktu;104;219846;568806;0 menit;5 jam 34 menit;104
S0480;D20250418;1;V05;P005;C004;SH03;I03;2025-04-18 06:00;2025-04-18 06:20;2025-04-18 11:00;2025-04-18 11:38;Terlambat;177;242865;458432;38 menit;5 jam 18 menit;177
S0481;D20250415;4;V05;P002;C005;SH03;I01;2025-04-15 06:00;2025-04-15 06:13;2025-04-15 10:00;2025-04-15 10:00;Tepat Waktu;317;397915;575523;0 menit;3 jam 47 menit;317
S0482;D20250404;5;V05;P001;C003;SH04;I02;2025-04-04 06:00;2025-04-04 06:19;2025-04-04 09:00;2025-04-04 09:21;Terlambat;290;390434;573203;21 menit;3 jam 2 menit;290
S0483;D20250421;2;V03;P002;C002;SH01;I04;2025-04-21 06:00;2025-04-21 06:24;2025-04-21 10:00;2025-04-21 09:50;Tepat Waktu;303;225610;325747;0 menit;3 jam 26 menit;303
S0484;D20250421;5;V03;P005;C003;SH04;I05;2025-04-21 06:00;2025-04-21 06:07;2025-04-21 10:00;2025-04-21 10:16;Terlambat;326;478224;852100;16 menit;4 jam 9 menit;326
S0485;D20250416;1;V02;P004;C002;SH04;I05;2025-04-16 06:00;2025-04-16 06:28;2025-04-16 12:00;2025-04-16 12:06;Tepat Waktu;265;514858;847446;6 menit;5 jam 38 menit;265
S0486;D20250404;2;V05;P004;C002;SH01;I02;2025-04-04 06:00;2025-04-04 06:12;2025-04-04 12:00;2025-04-04 12:58;Terlambat;306;259685;463456;58 menit;6 jam 46 menit;306
S0487;D20250421;2;V04;P001;C002;SH01;I04;2025-04-21 06:00;2025-04-21 06:03;2025-04-21 09:00;2025-04-21 09:27;Terlambat;224;476745;690981;27 menit;3 jam 24 menit;224
S0488;D20250426;4;V04;P003;C005;SH02;I02;2025-04-26 06:00;2025-04-26 06:02;2025-04-26 11:00;2025-04-26 11:28;Terlambat;110;339498;686984;28 menit;5 jam 26 menit;110
S0489;D20250419;2;V01;P004;C004;SH03;I05;2025-04-19 06:00;2025-04-19 06:04;2025-04-19 12:00;2025-04-19 12:48;Terlambat;133;334571;532125;48 menit;6 jam 44 menit;133
S0490;D20250428;3;V04;P004;C002;SH01;I04;2025-04-28 06:00;2025-04-28 06:29;2025-04-28 09:00;2025-04-28 09:27;Terlambat;351;315565;479818;27 menit;2 jam 58 menit;351
S0491;D20250427;3;V03;P002;C001;SH01;I02;2025-04-27 06:00;2025-04-27 06:02;2025-04-27 11:00;2025-04-27 11:44;Terlambat;348;484393;710525;44 menit;5 jam 42 menit;348
S0492;D20250403;3;V05;P002;C003;SH03;I04;2025-04-03 06:00;2025-04-03 06:03;2025-04-03 10:00;2025-04-03 11:07;Terlambat;93;189813;544587;67 menit;5 jam 4 menit;93
S0493;D20250423;2;V02;P004;C004;SH03;I02;2025-04-23 06:00;2025-04-23 06:06;2025-04-23 11:00;2025-04-23 11:56;Terlambat;388;162957;302459;56 menit;5 jam 50 menit;388
S0494;D20250423;2;V04;P002;C002;SH02;I02;2025-04-23 06:00;2025-04-23 06:19;2025-04-23 12:00;2025-04-23 12:16;Terlambat;299;263345;460203;16 menit;5 jam 57 menit;299
S0495;D20250426;3;V02;P001;C002;SH01;I04;2025-04-26 06:00;2025-04-26 06:26;2025-04-26 12:00;2025-04-26 12:39;Terlambat;379;275367;626199;39 menit;6 jam 13 menit;379
S0496;D20250416;3;V02;P005;C002;SH04;I03;2025-04-16 06:00;2025-04-16 06:25;2025-04-16 10:00;2025-04-16 11:19;Terlambat;242;288364;525828;79 menit;4 jam 54 menit;242
S0497;D20250420;2;V05;P005;C001;SH01;I04;2025-04-20 06:00;2025-04-20 06:09;2025-04-20 09:00;2025-04-20 09:05;Tepat Waktu;112;198618;547408;5 menit;2 jam 56 menit;112
S0498;D20250418;5;V02;P001;C003;SH02;I02;2025-04-18 06:00;2025-04-18 06:01;2025-04-18 09:00;2025-04-18 08:50;Tepat Waktu;208;436002;747292;0 menit;2 jam 49 menit;208
S0499;D20250421;3;V04;P004;C002;SH04;I01;2025-04-21 06:00;2025-04-21 06:26;2025-04-21 11:00;2025-04-21 11:55;Terlambat;253;207677;607297;55 menit;5 jam 29 menit;253
S0500;D20250424;3;V03;P001;C001;SH01;I05;2025-04-24 06:00;2025-04-24 06:25;2025-04-24 11:00;2025-04-24 11:45;Terlambat;221;174682;372365;45 menit;5 jam 20 menit;221
S0501;D20250428;2;V04;P003;C004;SH01;I03;2025-04-28 06:00;2025-04-28 06:29;2025-04-28 09:00;2025-04-28 10:13;Terlambat;105;473445;847373;73 menit;3 jam 44 menit;105
S0502;D20250418;2;V03;P005;C002;SH03;I02;2025-04-18 06:00;2025-04-18 06:02;2025-04-18 09:00;2025-04-18 10:21;Terlambat;115;246173;438690;81 menit;4 jam 19 menit;115
S0503;D20250413;4;V04;P002;C002;SH02;I03;2025-04-13 06:00;2025-04-13 06:21;2025-04-13 09:00;2025-04-13 10:11;Terlambat;224;476747;836959;71 menit;3 jam 50 menit;224
S0504;D20250404;3;V02;P005;C005;SH04;I04;2025-04-04 06:00;2025-04-04 06:07;2025-04-04 09:00;2025-04-04 08:56;Tepat Waktu;394;397987;750499;0 menit;2 jam 49 menit;394
S0505;D20250410;3;V04;P005;C001;SH03;I03;2025-04-10 06:00;2025-04-10 06:01;2025-04-10 12:00;2025-04-10 12:05;Tepat Waktu;283;173579;345160;5 menit;6 jam 4 menit;283
S0506;D20250413;3;V02;P002;C005;SH01;I05;2025-04-13 06:00;2025-04-13 06:06;2025-04-13 12:00;2025-04-13 13:10;Terlambat;220;212790;354433;70 menit;7 jam 4 menit;220
S0507;D20250402;5;V01;P002;C005;SH04;I01;2025-04-02 06:00;2025-04-02 06:17;2025-04-02 11:00;2025-04-02 11:03;Tepat Waktu;379;349457;539301;3 menit;4 jam 46 menit;379
S0508;D20250418;4;V05;P003;C001;SH01;I01;2025-04-18 06:00;2025-04-18 06:23;2025-04-18 10:00;2025-04-18 11:30;Terlambat;110;225801;517259;90 menit;5 jam 7 menit;110
S0509;D20250419;5;V05;P004;C003;SH04;I01;2025-04-19 06:00;2025-04-19 06:06;2025-04-19 09:00;2025-04-19 09:14;Tepat Waktu;263;590983;874479;14 menit;3 jam 8 menit;263
S0510;D20250429;4;V01;P005;C003;SH04;I02;2025-04-29 06:00;2025-04-29 06:12;2025-04-29 10:00;2025-04-29 10:44;Terlambat;274;507492;869883;44 menit;4 jam 32 menit;274
S0511;D20250427;3;V02;P001;C001;SH02;I04;2025-04-27 06:00;2025-04-27 06:10;2025-04-27 12:00;2025-04-27 12:57;Terlambat;177;563349;895758;57 menit;6 jam 47 menit;177
S0512;D20250414;3;V05;P002;C001;SH01;I01;2025-04-14 06:00;2025-04-14 06:14;2025-04-14 12:00;2025-04-14 13:03;Terlambat;361;373248;688327;63 menit;6 jam 49 menit;361
S0513;D20250413;4;V02;P001;C002;SH04;I04;2025-04-13 06:00;2025-04-13 06:24;2025-04-13 10:00;2025-04-13 10:32;Terlambat;124;249205;549118;32 menit;4 jam 8 menit;124
S0514;D20250426;2;V04;P005;C002;SH01;I05;2025-04-26 06:00;2025-04-26 06:10;2025-04-26 09:00;2025-04-26 09:06;Tepat Waktu;341;514128;764472;6 menit;2 jam 56 menit;341
S0515;D20250407;3;V02;P002;C002;SH04;I03;2025-04-07 06:00;2025-04-07 06:28;2025-04-07 12:00;2025-04-07 13:11;Terlambat;251;248495;582258;71 menit;6 jam 43 menit;251
S0516;D20250425;4;V02;P001;C001;SH01;I02;2025-04-25 06:00;2025-04-25 06:08;2025-04-25 11:00;2025-04-25 11:39;Terlambat;157;179851;540145;39 menit;5 jam 31 menit;157
S0517;D20250412;5;V02;P002;C004;SH03;I01;2025-04-12 06:00;2025-04-12 06:20;2025-04-12 09:00;2025-04-12 09:34;Terlambat;230;392440;607294;34 menit;3 jam 14 menit;230
S0518;D20250423;3;V05;P005;C005;SH01;I03;2025-04-23 06:00;2025-04-23 06:08;2025-04-23 11:00;2025-04-23 12:28;Terlambat;102;376252;730992;88 menit;6 jam 20 menit;102
S0519;D20250402;3;V02;P002;C002;SH01;I02;2025-04-02 06:00;2025-04-02 06:01;2025-04-02 11:00;2025-04-02 12:03;Terlambat;360;426706;582068;63 menit;6 jam 2 menit;360
S0520;D20250423;1;V03;P005;C003;SH04;I04;2025-04-23 06:00;2025-04-23 06:19;2025-04-23 11:00;2025-04-23 11:27;Terlambat;179;223470;444147;27 menit;5 jam 8 menit;179
S0521;D20250406;1;V01;P003;C003;SH04;I04;2025-04-06 06:00;2025-04-06 06:14;2025-04-06 11:00;2025-04-06 12:05;Terlambat;212;153110;258035;65 menit;5 jam 51 menit;212
S0522;D20250424;4;V05;P002;C001;SH04;I04;2025-04-24 06:00;2025-04-24 06:21;2025-04-24 09:00;2025-04-24 08:55;Tepat Waktu;218;508074;730017;0 menit;2 jam 34 menit;218
S0523;D20250420;1;V03;P004;C003;SH02;I04;2025-04-20 06:00;2025-04-20 06:14;2025-04-20 12:00;2025-04-20 12:55;Terlambat;106;530814;663672;55 menit;6 jam 41 menit;106
S0524;D20250419;3;V05;P001;C002;SH03;I03;2025-04-19 06:00;2025-04-19 06:25;2025-04-19 09:00;2025-04-19 10:23;Terlambat;192;222540;563405;83 menit;3 jam 58 menit;192
S0525;D20250404;4;V04;P005;C003;SH03;I01;2025-04-04 06:00;2025-04-04 06:28;2025-04-04 12:00;2025-04-04 12:20;Terlambat;282;599712;722696;20 menit;5 jam 52 menit;282
S0526;D20250428;2;V01;P002;C001;SH03;I01;2025-04-28 06:00;2025-04-28 06:04;2025-04-28 11:00;2025-04-28 12:01;Terlambat;304;507719;849146;61 menit;5 jam 57 menit;304
S0527;D20250408;3;V04;P004;C002;SH03;I02;2025-04-08 06:00;2025-04-08 06:11;2025-04-08 12:00;2025-04-08 13:20;Terlambat;242;242305;606201;80 menit;7 jam 9 menit;242
S0528;D20250413;2;V02;P003;C001;SH03;I04;2025-04-13 06:00;2025-04-13 06:10;2025-04-13 12:00;2025-04-13 12:06;Tepat Waktu;225;405288;593301;6 menit;5 jam 56 menit;225
S0529;D20250424;4;V04;P001;C004;SH01;I01;2025-04-24 06:00;2025-04-24 06:05;2025-04-24 12:00;2025-04-24 12:43;Terlambat;158;383109;711130;43 menit;6 jam 38 menit;158
S0530;D20250421;4;V04;P002;C002;SH01;I01;2025-04-21 06:00;2025-04-21 06:30;2025-04-21 11:00;2025-04-21 10:53;Tepat Waktu;93;279791;634159;0 menit;4 jam 23 menit;93
S0531;D20250423;4;V02;P003;C005;SH03;I01;2025-04-23 06:00;2025-04-23 06:15;2025-04-23 09:00;2025-04-23 09:49;Terlambat;362;535161;866480;49 menit;3 jam 34 menit;362
S0532;D20250404;4;V01;P002;C001;SH01;I03;2025-04-04 06:00;2025-04-04 06:05;2025-04-04 11:00;2025-04-04 12:05;Terlambat;299;262156;592730;65 menit;6 jam 0 menit;299
S0533;D20250412;4;V05;P005;C002;SH03;I05;2025-04-12 06:00;2025-04-12 06:20;2025-04-12 12:00;2025-04-12 11:54;Tepat Waktu;227;189528;447904;0 menit;5 jam 34 menit;227
S0534;D20250412;5;V05;P005;C002;SH02;I01;2025-04-12 06:00;2025-04-12 06:13;2025-04-12 09:00;2025-04-12 10:08;Terlambat;163;221576;475204;68 menit;3 jam 55 menit;163
S0535;D20250422;2;V04;P003;C004;SH03;I01;2025-04-22 06:00;2025-04-22 06:11;2025-04-22 09:00;2025-04-22 10:25;Terlambat;274;248987;352735;85 menit;4 jam 14 menit;274
